Symbol;RS Rating;;;
8TRA.ST;;;;
AAK.ST;;;;
ABB.ST;;;;
ABLI.ST;;;;
ACAD.ST;;;;
ACE.ST;;;;
ACTI.ST;;;;
ADAPT.ST;;;;
ADDT-B.ST;;;;
AF-B.ST;;;;
AGRO.ST;;;;
ALFA.ST;;;;
ALIF-B.ST;;;;
ALIG.ST;;;;
ALIV-SDB.ST;;;;
AM1S.ST;;;;
AMBEA.ST;;;;
ANOD-B.ST;;;;
ANOT.ST;;;;
AOI.ST;;;;
AQ.ST;;;;
ARION.ST;;;;
ARION-SDB.ST;;;;
ARISE.ST;;;;
ARJO-B.ST;;;;
ARP.ST;;;;
ASSA-B.ST;;;;
ATCO-A.ST;;;;
ATCO-B.ST;;;;
ATIC.ST;;;;
ATORX.ST;;;;
ATRE.ST;;;;
ATRLJ-B.ST;;;;
ATT.ST;;;;
AXFO.ST;;;;
AZA.ST;;;;
AZN.ST;;;;
B3.ST;;;;
BACTI-B.ST;;;;
BALCO.ST;;;;
BALD-B.ST;;;;
BAS1V.ST;;;;
BAVA.ST;;;;
BEGR.ST;;;;
BEIA-B.ST;;;;
BEIJ-B.ST;;;;
BELE.ST;;;;
BERG-B.ST;;;;
BESQ.ST;;;;
BETCO.ST;;;;
BETS-B.ST;;;;
BHG.ST;;;;
BIF.ST;;;;
BILI-A.ST;;;;
BILL.ST;;;;
BINV.ST;;;;
BIOA-B.ST;;;;
BIOBV.ST;;;;
BIOG-B.ST;;;;
BIOPOR.ST;;;;
BIOT.ST;;;;
BITTI.ST;;;;
BLVIS-A.ST;;;;
BMAX.ST;;;;
BNORDIK-CSE.ST;;;;
BO.ST;;;;
BOL.ST;;;;
BOLIGA.ST;;;;
BONAV-A.ST;;;;
BONAV-B.ST;;;;
BONEX.ST;;;;
BONG.ST;;;;
BOOZT.ST;;;;
BORD-B.ST;;;;
BORG.ST;;;;
BOUL.ST;;;;
BRAV.ST;;;;
BRG-B.ST;;;;
BRIM.ST;;;;
BRIN-B.ST;;;;
BTS-B.ST;;;;
BUFAB.ST;;;;
BULTEN.ST;;;;
BURE.ST;;;;
CALTX.ST;;;;
CAMX.ST;;;;
CANTA.ST;;;;
CAPMAN.ST;;;;
CARL-A.ST;;;;
CARL-B.ST;;;;
CAST.ST;;;;
CAT-A.ST;;;;
CAT-B.ST;;;;
CATE.ST;;;;
CAV1V.ST;;;;
CBRAIN.ST;;;;
CBTT-B.ST;;;;
CCC.ST;;;;
CCOR-B.ST;;;;
CEMAT.ST;;;;
CEVI.ST;;;;
CGCBV.ST;;;;
CHEMM.ST;;;;
CHR.ST;;;;
CLA-B.ST;;;;
CLAS-B.ST;;;;
CLNK-B.ST;;;;
COIC.ST;;;;
COLL.ST;;;;
COLO-B.ST;;;;
COLUM.ST;;;;
CONS-B.ST;;;;
CONSTI.ST;;;;
COOR.ST;;;;
CORE-A.ST;;;;
CORE-B.ST;;;;
CORE-PREF.ST;;;;
CPHCAP-PREF.ST;;;;
CPHCAP-ST.ST;;;;
CRAD-B.ST;;;;
CRED-A.ST;;;;
CTH1V.ST;;;;
CTM.ST;;;;
CTT.ST;;;;
CTY1S.ST;;;;
DAB.ST;;;;
DANSKE.ST;;;;
DANT.ST;;;;
DEDI.ST;;;;
DEMANT.ST;;;;
DFDS.ST;;;;
DIGIA.ST;;;;
DIGIGR.ST;;;;
DIOS.ST;;;;
DJS.ST;;;;
DJUR.ST;;;;
DNORD.ST;;;;
DOM.ST;;;;
DORO.ST;;;;
DOV1V.ST;;;;
DRLCO.ST;;;;
DSV.ST;;;;
DUNI.ST;;;;
DURC-B.ST;;;;
DUST.ST;;;;
EAB.ST;;;;
EAC.ST;;;;
EAST.ST;;;;
EDGE.ST;;;;
EIK.ST;;;;
EIM.ST;;;;
EKTA-B.ST;;;;
ELAN-B.ST;;;;
ELEAV.ST;;;;
ELEC.ST;;;;
ELISA.ST;;;;
ELOS-B.ST;;;;
ELTEL.ST;;;;
ELUX-A.ST;;;;
ELUX-B.ST;;;;
EMPIR-B.ST;;;;
ENDO.ST;;;;
ENDOM.ST;;;;
ENEA.ST;;;;
ENEDO.ST;;;;
ENENTO.ST;;;;
ENG.ST;;;;
ENQ.ST;;;;
ENRO.ST;;;;
ENRO-PREF.ST;;;;
EOLU-B.ST;;;;
EPI-A.ST;;;;
EPI-B.ST;;;;
EPIS-B.ST;;;;
EPRO-A.ST;;;;
EPRO-B.ST;;;;
EQT.ST;;;;
EQV1V.ST;;;;
ERIC-A.ST;;;;
ERIC-B.ST;;;;
ESSITY-A.ST;;;;
ESSITY-B.ST;;;;
ETTE.ST;;;;
ETX.ST;;;;
EVLI.ST;;;;
EVO.ST;;;;
EWRK.ST;;;;
EXL1V.ST;;;;
FABG.ST;;;;
FAG.ST;;;;
FED.ST;;;;
FEEL.ST;;;;
FESTI.ST;;;;
FFARMS.ST;;;;
FIA1S.ST;;;;
FING-B.ST;;;;
FLS.ST;;;;
FLUG-B.ST;;;;
FMM-B.ST;;;;
FNM.ST;;;;
FOI-B.ST;;;;
FORTUM.ST;;;;
FPAR-A.ST;;;;
FPAR-D.ST;;;;
FPAR-PREF.ST;;;;
FPIP.ST;;;;
FSC1V.ST;;;;
FSKRS.ST;;;;
FYNBK.ST;;;;
G4S.ST;;;;
G5EN.ST;;;;
GABR.ST;;;;
GARO.ST;;;;
